,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,END_RANGE,BEGIN_LAT,BEGIN_LON,Year,Month
5798,199103,21,2315,199103,21,2315,10054164,MICHIGAN,1991,Hail,C,45,21-MAR-91 23:15:00,CST,21-MAR-91 23:15:00,0,0,0,0,0,0,1.75,0.0,0,0,0,42.48,-84.93,1991,3
5799,199103,22,2225,199103,22,2225,10054165,MICHIGAN,1991,Hail,C,21,22-MAR-91 22:25:00,CST,22-MAR-91 22:25:00,0,0,0,0,0,0,0.75,0.0,0,0,0,41.92,-86.25,1991,3
5800,199103,22,2230,199103,22,2230,10054166,MICHIGAN,1991,Hail,C,27,22-MAR-91 22:30:00,CST,22-MAR-91 22:30:00,0,0,0,0,0,0,0.75,0.0,0,0,0,41.92,-86.0,1991,3
5801,199103,26,2257,199103,26,2257,10054167,MICHIGAN,1991,Hail,C,145,26-MAR-91 22:57:00,CST,26-MAR-91 22:57:00,0,0,0,0,0,0,0.75,0.0,0,0,0,43.53,-84.08,1991,3
5802,199103,27,245,199103,27,245,10054168,MICHIGAN,1991,Hail,C,21,27-MAR-91 02:45:00,CST,27-MAR-91 02:45:00,0,0,0,0,0,0,0.75,0.0,0,0,0,41.98,-86.3,1991,3
5803,199103,27,335,199103,27,335,10054169,MICHIGAN,1991,Hail,C,25,27-MAR-91 03:35:00,CST,27-MAR-91 03:35:00,0,0,0,0,0,0,1.75,0.0,0,0,0,42.25,-84.75,1991,3
5804,199103,27,435,199103,27,435,10054170,MICHIGAN,1991,Hail,C,25,27-MAR-91 04:35:00,CST,27-MAR-91 04:35:00,0,0,0,0,0,0,1.75,0.0,0,0,0,42.25,-84.75,1991,3
5805,199103,27,1615,199103,27,1615,10054171,MICHIGAN,1991,Hail,C,55,27-MAR-91 16:15:00,CST,27-MAR-91 16:15:00,0,0,0,0,0,0,0.75,0.0,0,0,0,44.77,-85.67,1991,3
5806,199103,27,1625,199103,27,1625,10054172,MICHIGAN,1991,Thunderstorm Wind,C,121,27-MAR-91 16:25:00,CST,27-MAR-91 16:25:00,0,0,0,0,0,0,61.0,0.0,0,0,0,43.23,-86.23,1991,3
5807,199103,27,1646,199103,27,1646,10054173,MICHIGAN,1991,Hail,C,121,27-MAR-91 16:46:00,CST,27-MAR-91 16:46:00,0,0,0,0,0,0,0.75,0.0,0,0,0,43.23,-86.23,1991,3
5821,199104,9,1503,199104,9,1503,10051664,MICHIGAN,1991,Hail,C,161,09-APR-91 15:03:00,CST,09-APR-91 15:03:00,0,0,0,0,0,0,0.75,0.0,0,0,0,42.23,-83.62,1991,4
5822,199104,9,1505,199104,9,1505,10051665,MICHIGAN,1991,Hail,C,93,09-APR-91 15:05:00,CST,09-APR-91 15:05:00,0,0,0,0,0,0,0.75,0.0,0,0,0,42.67,-84.07,1991,4
6068,199107,7,1653,199107,7,1653,10052456,MICHIGAN,1991,Thunderstorm Wind,C,81,07-JUL-91 16:53:00,CST,07-JUL-91 16:53:00,0,0,0,0,0,0,73.0,0.0,0,0,0,42.97,-85.68,1991,7
6069,199107,7,1658,199107,7,1658,10052457,MICHIGAN,1991,Thunderstorm Wind,C,81,07-JUL-91 16:58:00,CST,07-JUL-91 16:58:00,0,0,0,0,0,0,55.0,0.0,0,0,0,43.13,-85.55,1991,7
6070,199107,7,1700,199107,7,1700,10052458,MICHIGAN,1991,Thunderstorm Wind,C,139,07-JUL-91 17:00:00,CST,07-JUL-91 17:00:00,0,0,0,0,0,0,57.0,0.0,0,0,0,42.95,-86.0,1991,7
6089,199107,6,1645,199107,6,1645,10052224,MICHIGAN,1991,Hail,C,7,06-JUL-91 16:45:00,CST,06-JUL-91 16:45:00,0,0,0,0,0,0,1.75,0.0,0,0,0,45.07,-83.45,1991,7
6090,199107,3,1314,199107,3,1314,10053125,MICHIGAN,1991,Thunderstorm Wind,C,65,03-JUL-91 13:14:00,CST,03-JUL-91 13:14:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.75,-84.38,1991,7
6091,199107,3,1325,199107,3,1325,10053126,MICHIGAN,1991,Hail,C,63,03-JUL-91 13:25:00,CST,03-JUL-91 13:25:00,0,0,0,0,0,0,0.75,0.0,0,0,0,44.05,-83.0,1991,7
6194,199107,6,1945,199107,6,1945,10052225,MICHIGAN,1991,Hail,C,139,06-JUL-91 19:45:00,CST,06-JUL-91 19:45:00,0,0,0,0,0,0,1.75,0.0,0,0,0,42.78,-86.23,1991,7
6213,199107,6,2030,199107,6,2030,10052226,MICHIGAN,1991,Hail,C,67,06-JUL-91 20:30:00,CST,06-JUL-91 20:30:00,0,0,0,0,0,0,1.75,0.0,0,0,0,42.93,-85.28,1991,7
6543,199107,7,1908,199107,7,1908,10053361,MICHIGAN,1991,Thunderstorm Wind,C,99,07-JUL-91 19:08:00,CST,07-JUL-91 19:08:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.9,-82.75,1991,7
6544,199107,7,1915,199107,7,1915,10053362,MICHIGAN,1991,Thunderstorm Wind,C,161,07-JUL-91 19:15:00,CST,07-JUL-91 19:15:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.25,-83.83,1991,7
6545,199107,7,1915,199107,7,1915,10053363,MICHIGAN,1991,Thunderstorm Wind,C,93,07-JUL-91 19:15:00,CST,07-JUL-91 19:15:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.62,-83.92,1991,7
7194,199107,7,1835,199107,7,1835,10052497,MICHIGAN,1991,Thunderstorm Wind,C,59,07-JUL-91 18:35:00,CST,07-JUL-91 18:35:00,0,0,0,0,0,0,52.0,0.0,0,0,0,41.88,-84.57,1991,7
9542,199104,9,1445,199104,9,1445,10051663,MICHIGAN,1991,Hail,C,65,09-APR-91 14:45:00,CST,09-APR-91 14:45:00,0,0,0,0,0,0,2.0,0.0,0,0,0,42.55,-84.25,1991,4
9693,199103,27,1845,199103,27,1845,10055298,MICHIGAN,1991,Thunderstorm Wind,C,37,27-MAR-91 18:45:00,CST,27-MAR-91 18:45:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.78,-84.58,1991,3
9784,199106,15,1610,199106,15,1610,10053099,MICHIGAN,1991,Thunderstorm Wind,C,87,15-JUN-91 16:10:00,CST,15-JUN-91 16:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.05,-83.32,1991,6
9854,199105,28,1645,199105,28,1645,10051972,MICHIGAN,1991,Hail,C,143,28-MAY-91 16:45:00,CST,28-MAY-91 16:45:00,0,0,0,0,0,0,0.75,0.0,0,0,0,44.4,-84.75,1991,5
9855,199105,30,1925,199105,30,1925,10052005,MICHIGAN,1991,Thunderstorm Wind,C,21,30-MAY-91 19:25:00,CST,30-MAY-91 19:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.18,-86.3,1991,5
9856,199103,27,1810,199103,27,1810,10054205,MICHIGAN,1991,Thunderstorm Wind,C,133,27-MAR-91 18:10:00,CST,27-MAR-91 18:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.88,-85.5,1991,3
9911,199107,7,2055,199107,7,2055,10053588,MICHIGAN,1991,Thunderstorm Wind,C,25,07-JUL-91 20:55:00,CST,07-JUL-91 20:55:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.27,-85.05,1991,7
9912,199108,17,1715,199108,17,1715,10053609,MICHIGAN,1991,Tornado,C,155,17-AUG-91 17:15:00,EST,17-AUG-91 17:15:00,0,0,0,0,2.5K,0,0.0,0.5,20,0,0,43.13,-83.97,1991,8
9913,199106,15,1330,199106,15,1330,10053084,MICHIGAN,1991,Thunderstorm Wind,C,77,15-JUN-91 13:30:00,CST,15-JUN-91 13:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.23,-85.33,1991,6
9944,199105,29,515,199105,29,515,10051989,MICHIGAN,1991,Thunderstorm Wind,C,165,29-MAY-91 05:15:00,CST,29-MAY-91 05:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.4,-85.7,1991,5
9974,199104,9,1417,199104,9,1417,10055343,MICHIGAN,1991,Hail,C,91,09-APR-91 14:17:00,CST,09-APR-91 14:17:00,0,0,0,0,0,0,0.75,0.0,0,0,0,42.0,-84.18,1991,4
10187,199106,11,1436,199106,11,1436,10052866,MICHIGAN,1991,Thunderstorm Wind,C,161,11-JUN-91 14:36:00,CST,11-JUN-91 14:36:00,0,0,0,0,0,0,50.0,0.0,0,0,0,42.22,-83.73,1991,6
10188,199108,17,1715,199108,17,1715,10053608,MICHIGAN,1991,Tornado,C,155,17-AUG-91 17:15:00,EST,17-AUG-91 17:15:00,0,0,0,0,0K,0,0.0,6.0,13,0,0,43.08,-84.07,1991,8
10189,199109,9,2000,199109,9,2000,10053620,MICHIGAN,1991,Thunderstorm Wind,C,9,09-SEP-91 20:00:00,CST,09-SEP-91 20:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.02,-85.2,1991,9
10395,199105,13,1415,199105,13,1415,10051954,MICHIGAN,1991,Thunderstorm Wind,C,91,13-MAY-91 14:15:00,CST,13-MAY-91 14:15:00,0,0,0,0,0,0,52.0,0.0,0,0,0,41.9,-84.03,1991,5
10396,199103,27,1702,199103,27,1702,10054177,MICHIGAN,1991,Tornado,C,107,27-MAR-91 17:02:00,EST,27-MAR-91 17:02:00,0,0,0,0,2.5K,0,0.0,1.0,20,0,0,43.7,-85.48,1991,3
